,,,
170,575,854,990
221,484,718,1020
248,436,484,636
114,387,588,769
76,522,830,869
6,257,399,540
14,221,601,809
288,417,719,1012
1,352,558,887
1,303,625,906
1,266,464,713
147,400,594,783
142,167,442,921
33,388,532,757
1,222,357,714
1,246,506,875
1,289,364,606
1,291,706,853
64,164,381,768
1,160,381,738
1,214,425,738
79,228,422,818
1,288,508,673
116,472,607,826
1,218,498,781
4,266,525,806
1,348,511,792
274,575,773,1008
408,611,820,1023
354,498,857,1022
32,177,465,688
60,156,504,832
1,218,476,878
327,618,755,1015
11,138,470,786
1,304,588,886
95,548,746,969
1,350,532,771
21,240,531,806
1,345,519,855
1,291,559,718
22,138,388,797
172,487,660,874
302,498,739,955
1,255,402,591
188,467,620,833
1,271,342,587
17,198,392,676
172,395,610,751
37,314,520,748
190,458,709,955
1,279,557,805
1,217,370,720
31,342,632,859
1,143,512,868
271,494,697,1002
1,158,443,630
136,209,767,1019
23,286,478,727
212,503,709,1004
274,492,607,1000
107,344,710,900
84,348,583,841
10,328,571,780
1,386,482,794
1,311,569,838
1,151,388,600
1,250,404,642
104,454,608,985
1,284,528,762
1,329,512,621
11,331,548,769
1,275,568,817
1,379,513,877
1,250,435,605
38,222,371,525
120,362,485,986
104,476,853,976
103,308,513,820
43,221,508,801
156,451,705,989
222,495,774,1024
153,346,683,866
418,667,949,986
1,287,348,633
316,489,602,975
300,436,635,981
1,250,335,666
1,247,418,667
47,130,484,771
138,483,665,999
92,205,528,939
1,232,410,675
1,185,397,780
21,389,625,790
119,317,507,928
1,140,403,792
326,587,847,1000
232,503,753,1010
1,452,570,756
1,186,436,738
225,525,787,1020
1,353,705,841
1,260,408,695
253,404,713,880
1,297,528,828
22,205,364,634
339,581,672,980
1,227,424,701
88,202,385,890
395,533,847,1013
1,213,457,836
40,131,384,733
30,309,566,853
72,310,616,911
28,300,740,846
237,449,637,1014
1,354,666,836
1,457,673,714
13,215,453,584
219,468,782,1000
1,382,539,657
117,514,653,1009
21,304,481,767
132,423,630,910
172,550,817,929
222,370,689,882
1,253,512,783
269,514,674,1015
45,106,347,749
1,310,509,788
1,256,511,768
1,372,602,738
1,214,486,731
150,455,596,994
37,290,569,802
104,330,605,941
195,451,671,990
26,423,670,871
182,377,630,930
1,224,459,758
5,352,462,717
40,327,609,828
1,103,500,735
27,355,503,630
1,177,497,814
1,214,445,668
1,257,513,769
203,550,799,1017
1,283,545,740
56,440,749,973
1,378,491,885
282,487,758,959
247,616,781,891
1,319,511,629
120,515,745,976
236,492,686,982
1,212,516,781
11,330,586,834
282,534,781,1024
1,373,511,906
1,161,517,800
1,202,503,863
1,359,528,789
291,505,760,1021
166,492,647,980
1,156,352,755
99,452,641,836
352,534,777,1024
64,349,568,876
32,287,547,799
262,396,648,992
11,501,514,1005
171,400,547,1017
1,354,521,816
1,188,396,688
8,326,569,832
103,461,852,983
237,583,744,1005
1,295,497,755
398,652,839,1019
28,172,471,890
6,348,523,876
313,654,702,1016
333,508,628,862
1,307,512,716
1,223,365,726
119,333,531,775
1,165,372,672
33,311,390,619
1,73,464,722
16,134,492,886
242,478,718,995
216,448,676,1010
219,417,618,995
350,604,850,1003
44,344,518,804
275,460,584,1003
217,489,746,972
5,276,528,808
1,153,320,630
1,232,609,869
88,358,467,767
78,330,624,762
128,474,600,976
2,252,518,804
1,116,421,773
125,437,718,899
5,213,411,718
230,477,710,1024
247,419,696,971
86,367,580,756
1,406,530,850
13,121,423,850
1,239,499,776
55,492,785,1007
1,255,410,665
1,337,552,816
1,278,576,820
333,557,775,1012
5,256,589,878
1,191,490,694
58,428,556,648
692,784,812,880
352,554,709,987
32,364,629,853
1,250,618,841
110,498,855,982
109,452,658,992
155,434,650,938
2,356,526,886
41,447,583,777
94,361,602,991
428,637,665,997
1,343,563,809
14,268,527,780
1,156,353,754
384,555,770,1014
59,433,594,809
46,252,530,711
185,508,722,1011
12,342,450,704
1,285,433,641
202,499,557,999
23,363,745,875
1,181,380,720
57,417,756,928
206,451,657,1009
1,70,446,681
243,507,748,1024
1,272,428,629
1,342,546,807
16,202,579,853
1,373,628,775
23,244,506,739
291,478,608,1012
1,216,472,879
1,232,470,592
132,331,641,856
1,337,464,599
1,371,695,861
110,513,689,980
228,400,603,1012
95,251,535,787
127,380,639,896
48,261,438,841
345,490,722,998
271,365,586,1003
1,364,707,875
84,351,587,767
1,152,284,547
139,432,850,994
194,577,888,977
21,265,589,834
159,448,639,740
76,296,557,959
1,186,472,737
54,412,725,873
280,697,947,971
1,185,511,820
1,325,597,741
42,426,536,694
1,239,329,639
398,529,863,1016
154,470,640,883
1,314,452,676
52,370,674,924
1,239,635,739
1,215,459,600
1,425,504,729
204,324,546,819
1,291,467,836
33,452,736,877
238,452,589,996
455,521,741,989
57,333,384,853
1,359,568,821
65,353,459,762
218,432,622,1013
264,550,755,1024
103,308,512,820
167,420,661,962
6,314,550,898
31,459,762,883
123,219,612,913
217,467,648,883
1,289,438,663
1,309,608,780
141,338,487,894
160,421,715,875
1,205,353,692
1,194,451,709
1,243,494,580
17,243,454,631
86,262,465,816
1,224,435,771
245,497,731,999
201,464,807,1024
1,304,469,818
140,239,473,917
128,484,638,742
1,94,329,685
1,242,552,690
1,241,458,611
119,324,615,938
1,192,351,627
117,456,610,980
1,359,722,893
187,411,493,899
13,288,699,968
12,387,529,843
1,175,390,707
1,255,507,708
34,274,604,834
1,262,587,850
35,395,661,804
70,276,517,914
430,797,970,1011
1,358,732,875
1,197,464,784
10,241,521,768
5,395,528,848
100,244,409,891
1,196,567,802
1,398,569,819
1,345,682,876
362,505,635,962
1,209,495,773
1,188,487,688
1,221,640,746
1,352,710,845
177,438,697,949
8,260,483,765
6,300,532,737
31,492,786,897
128,384,641,896
1,213,420,581
210,547,757,990
274,449,708,1024
1,193,384,620
42,362,616,852
1,463,729,851
1,200,500,693
1,220,490,687
103,470,724,895
396,674,869,974
65,379,556,853
1,380,531,763
143,407,580,1001
1,357,516,832
29,351,626,842
94,466,696,875
102,410,717,922
334,501,796,974
122,492,624,981
1,438,460,856
177,385,621,724
1,356,518,881
15,166,382,583
188,419,634,877
1,196,476,760
30,126,213,419
1,255,513,768
66,369,500,762
106,268,374,764
1,109,364,761
1,159,502,824
1,259,476,612
21,248,432,603
1,165,305,692
1,301,490,635
1,237,536,784
203,489,696,1011
1,459,590,772
1,233,444,580
22,432,586,768
1,54,466,613
1,339,454,742
71,148,380,940
166,451,639,745
205,380,590,977
187,565,788,948
86,396,544,752
192,452,778,1001
51,412,541,868
1,332,459,749
152,323,379,705
327,521,799,1013
1,331,516,740
143,323,558,1003
253,614,722,1013
1,340,418,601
13,294,587,775
1,236,580,779
186,450,654,897
1,157,364,650
1,174,512,852
129,385,641,897
107,469,602,983
16,152,525,639
1,312,551,865
1,215,452,863
473,505,636,933
310,510,598,994
1,163,403,591
89,353,559,775
125,381,640,892
19,321,673,863
131,389,643,896
1,136,280,635
63,327,547,827
1,399,531,873
1,199,488,700
1,182,519,697
237,336,588,993
50,178,475,935
24,324,480,741
85,395,687,811
78,380,477,776
1,495,525,1007
21,298,820,887
256,513,767,1024
1,374,586,764
282,472,784,1015
1,340,477,745
86,336,736,944
220,445,667,1018
1,352,493,754
1,349,510,705
108,204,828,915
1,217,431,765
1,217,457,841
12,227,512,824
1,265,365,652
218,454,590,956
123,507,689,1001
1,223,527,821
1,242,480,647
87,320,519,961
122,344,619,875
1,260,590,834
190,431,584,820
1,453,582,773
181,496,831,951
98,441,714,888
147,405,523,774
1,260,484,628
164,430,713,958
1,394,617,890
1,229,587,792
244,279,676,946
123,377,636,892
63,256,409,536
1,283,359,608
35,291,527,723
16,284,518,692
375,539,912,1002
1,244,626,934
291,435,639,1003
1,206,474,763
29,285,527,789
1,196,386,596
1,349,485,713
388,743,857,1018
1,197,592,854
87,364,751,953
1,208,455,856
3,188,401,755
72,315,512,773
1,380,544,808
237,528,797,1015
1,254,497,788
1,219,470,762
1,407,606,811
93,347,593,987
230,572,820,1023
175,478,732,1012
17,272,530,796
28,432,576,825
271,440,622,1001
1,225,265,658
1,212,593,786
352,659,792,992
291,433,610,1006
37,371,470,696
1,344,516,687
182,534,736,947
1,455,753,886
566,666,823,925
140,403,823,985
1,172,422,608
1,232,495,774
243,481,717,1010
32,343,549,626
1,236,395,664
1,198,497,696
58,432,692,1011
6,403,523,851
1,208,505,697
1,372,529,801
1,223,535,767
1,256,448,705
129,385,640,897
1,273,601,779
27,252,401,707
341,499,652,986
36,326,593,819
202,472,614,972
231,429,600,995
181,403,612,985
74,332,547,824
23,328,546,850
186,423,615,999
1,327,673,789
120,410,734,940
57,341,514,841
1,267,445,812
1,136,628,890
11,313,579,781
18,190,448,747
6,207,354,537
42,321,538,809
29,109,543,710
182,299,525,1013
1,233,519,745
1,387,528,841
1,207,521,779
1,272,494,868
163,386,652,905
1,292,525,705
28,155,405,698
1,179,456,791
61,490,734,900
271,480,720,1012
37,296,513,983
1,390,513,747
1,187,486,685
221,522,838,992
12,298,369,640
13,334,534,860
294,532,721,1002
1,202,386,649
1,229,369,703
46,341,631,871
156,395,600,867
1,309,636,842
258,533,702,832
1,213,533,789
1,319,486,688
18,318,536,664
1,210,468,651
3,219,584,814
171,404,552,907
93,409,789,928
1,257,463,607
115,316,664,779
88,293,618,1009
38,229,532,864
1,294,527,852
1,231,449,589
221,506,783,1011
1,267,588,828
65,319,591,817
96,228,390,898
1,362,523,797
30,294,434,596
111,470,618,998
22,244,506,760
1,194,525,880
1,413,479,768
199,451,788,1014
1,288,680,917
1,236,422,645
317,487,688,988
139,526,834,994
317,497,656,1013
272,433,614,910
1,290,391,656
1,296,474,709
1,217,441,668
1,439,530,889
1,288,475,701
1,240,482,867
1,183,542,879
1,195,524,856
19,396,537,823
24,403,686,732
1,192,449,772
13,363,525,872
1,267,581,820
1,242,563,761
321,510,734,1008
1,364,693,847
192,507,734,1014
78,431,562,914
1,225,518,682
1,167,507,812
1,164,378,727
12,355,508,698
1,212,483,765
84,353,477,751
1,272,531,797
9,339,511,826
360,702,846,1016
1,212,481,727
267,498,768,1023
54,139,313,692
1,244,449,650
1,374,512,734
